IP,Status,Miner Type,Power Version,MAC Addr,Error Code,UpTime,Elapsed,THS RT,THS Avg,Efficiency(W/T),Efficiency(RealTime),Power Avg(W),PowerRT(W),PowerLimit,PowerLimitSet,HashLevel,PowerLevel,PassFlag,HashStable,UploadFlag1,UploadFlag2,UploadTime,Chip Data,Version Info,THSSM0,THSSM1,THSSM2,THSSM3,THSSM4,THSSM5,THSSM6,THSSM7,FreqAvg,FreqSM0,FreqSM1,FreqSM2,FreqSM3,FreqSM4,FreqSM5,FreqSM6,FreqSM7,ChipsSM0,ChipsSM1,ChipsSM2,ChipsSM3,ChipsSM4,ChipsSM5,ChipsSM6,ChipsSM7,HashBoardTemp,EnvTemp,ChipTemp,LiquidTemp,Volt,ChipVolDiff,SpdIn,SpdOut,PowerSpd,PowerVIn,PowerIIn,StableTime,TargetFreq,TargetHash,HashDelta,UpfreqSpeed,Product Name,Product Type,Miner SN,Power SN,Power Model,MinerStruct,CoolType,PCB SN0,PCB SN1,PCB SN2,PCB SN3,PCB SN4,PCB SN5,PCB SN6,PCB SN7,Tagged Hash Rate,Coin Type,Performance,Heat mode,Ignore Manual Errors,Account Permissoin,SSH,API,WebPool,FastBoot,Active Pool,Reject Rate,Last Valid Work,NullData,NullData,NullData,NullData,NullData,NullData,Debug Data,AccessType,Chip Data (All),Status Description,Aging Performance Pass,Joint Miner,Printed Label
172.30.8.152,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4E:C8,,00:47,00:12,218.794,219.297,15.78,15.76,3452,3448,3545,,,,,,,Uploaded,2025-05-23 19:03:32,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,72.358,71.390,75.046,,,,,,354,351,346,365,,,,,,245,245,245,,,,,,74.9_73.8_77.9,29.9,86.3_51.9_69.3,,1474,,4541,4511,4680,216.75,15.94,,,,,,M60S++_VL5.0,,,BC1F250801356,P222A,4953,A,ULM3CKF5505521B10195,ULM3CKF5505521B10193,ULM3CKF5505521B10192,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 20:03,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,29.3 1.8/0.6 1.7/0.5 1.8/0.8  A:99.4/0.06/15.8/0.0,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.158,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4B:52,,00:43,00:07,213.584,213.524,15.78,15.75,3371,3364,3544,,,,,,,Uploaded,2025-05-23 19:04:14,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,73.018,69.646,70.920,,,,,,344,352,337,344,,,,,,245,245,245,,,,,,78.1_73.8_77.2,29.6,86.4_51.2_69.7,,1469,,4218,4248,4648,215.25,15.69,,,,,,M60S++_VL5.0,,,BC1F250801959,P222A,4953,A,ULM3CKF5505521B10237,ULM3CKF5505521B10117,ULM3CKF5505521B10240,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 20:03,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,29.9 1.4/0.7 1.5/0.6 1.3/0.6  A:99.8/0.00/15.8/-0.1,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.169,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4B:16,,00:43,00:13,205.575,205.965,15.81,15.80,3249,3248,3546,,,,,,,Uploaded,2025-05-23 19:00:57,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,66.676,68.563,70.337,,,,,,333,324,334,341,,,,,,245,245,245,,,,,,74.3_76.2_78.2,29.9,86.2_51.3_69.7,,1457,,4076,4134,4744,215.50,15.12,,,,,,M60S++_VL5.0,,,BC1F250801773,P222A,4953,A,ULM3CKF5505521B10168,ULM3CKF5505521B10070,ULM3CKF5505521B10080,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 20:03,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,31.6 1.5/0.3 2.1/0.5 1.7/0.5  A:99.4/0.01/15.8/-0.1,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.153,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:47:44,,00:43,00:20,213.715,213.338,15.75,15.74,3367,3364,3546,,212,15.5,Passed,true,Uploaded,Uploaded,2025-05-23 20:02:08,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,72.284,73.111,68.320,,,,,,345,349,353,331,,,,,,245,245,245,,,,,,77.9_77.2_74.0,30.0,85.7_51.9_69.7,,1465,,4340,4340,4648,215.00,15.67,00:20,,,,,M60S++_VL5.0,80_14V 212T 15.5,SVM3CK50FZ25052421280144953A15092,BC1F250801359,P222A,4953,A,ULM3CKF5505521B10114,ULM3CKF5505521B10125,ULM3CKF5505521B10194,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 20:03,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,37.3 1.7/0.5 2.1/0.3 1.5/0.3  A:99.8/-0.03/15.8/0.1,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,0,,,,,,,
172.30.8.161,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4B:51,,00:43,00:11,203.443,203.719,15.88,15.91,3231,3236,3547,,,,,,,Uploaded,2025-05-23 17:47:34,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,67.079,62.657,73.707,,,,,,331,325,311,357,,,,,,245,245,245,,,,,,72.9_70.6_78.2,30.2,86.4_49.3_67.7,,1465,,4306,4365,4712,217.00,14.95,,,,,,M60S++_VL5.0,,,BC1F250801658,P222A,4953,A,ULM3CKF5505521B10003,ULM3CKF5505521B10222,ULM3CKF5505521B10132,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 20:03,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,43.4 1.7/0.4 1.5/0.1 1.7/0.9  A:99.5/-0.04/15.8/0.0,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.171,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4A:82,,00:50,00:03,203.073,203.073,16.08,16.03,3266,3256,3544,,,,,,,Uploaded,2025-05-23 18:45:41,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,67.609,67.406,68.058,,,,,,329,328,327,331,,,,,,245,245,245,,,,,,75.8_75.2_78.2,29.6,85.8_52.1_69.3,,1464,,4222,4252,3992,215.50,15.16,,,,,,M60S++_VL5.0,,,BC1F250801789,P222A,4953,A,ULM3CKF5505521B10217,ULM3CKF5505521B10220,ULM3CKF5505521B10225,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 20:03,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,41.1 1.2/0.1 1.3/0.4 1.1/0.3  A:100.2/-0.04/15.8/-0.2,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.170,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:47:38,,00:50,00:12,206.029,206.465,15.81,15.78,3257,3252,3543,,,,,,,Uploaded,2025-05-23 19:02:08,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,69.670,66.161,70.197,,,,,,334,338,321,342,,,,,,245,245,245,,,,,,75.4_72.7_77.8,29.2,85.4_49.2_68.0,,1464,,4105,4105,4352,217.00,15.02,,,,,,M60S++_VL5.0,,,BC1F250801587,P222A,4953,A,ULM3CKF5505521B10057,ULM3CKF5505521B10047,ULM3CKF5505521B10034,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 20:03,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,31.3 1.9/0.4 1.7/0.2 1.4/0.4  A:99.5/0.03/15.8/0.0,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.172,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4A:71,,00:50,00:11,216.236,216.459,15.78,15.80,3412,3416,3545,,,,,,,Uploaded,2025-05-23 19:19:47,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,71.571,71.668,72.996,,,,,,349,346,347,354,,,,,,245,245,245,,,,,,76.7_76.8_78.2,29.8,86.2_52.4_70.3,,1470,,4294,4323,5040,215.25,15.91,,,,,,M60S++_VL5.0,,,BC1F250801800,P222A,4953,A,ULM3CKF5505521B10077,ULM3CKF5505521B10058,ULM3CKF5505521B10059,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 20:03,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,20.5 1.9/0.4 2.0/0.6 1.9/0.5  A:99.6/0.01/15.8/0.0,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.173,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4E:38,,00:49,00:12,206.684,207.068,15.83,15.85,3271,3276,3544,,,,,,,Uploaded,2025-05-23 19:19:47,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,68.243,66.600,71.840,,,,,,336,333,325,349,,,,,,245,245,245,,,,,,72.9_73.7_77.9,29.6,86.1_51.1_68.7,,1464,,4398,4398,4352,215.25,15.25,,,,,,M60S++_VL5.0,,,BC1F250801713,P222A,4953,A,ULM3CKF5505521B10029,ULM3CKF5505521B10232,ULM3CKF5505521B10118,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 20:03,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,40.5 1.7/0.3 1.4/0.3 1.7/0.6  A:99.1/0.05/15.8/-0.1,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.176,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:47:30,,00:49,00:11,219.690,219.743,15.79,15.79,3468,3468,3545,,,,,,,Uploaded,2025-05-23 19:19:47,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,73.355,72.577,73.759,,,,,,354,354,351,358,,,,,,245,245,245,,,,,,75.1_75.8_78.0,29.7,86.2_52.0_70.0,,1476,,4423,4482,4712,216.75,16.03,,,,,,M60S++_VL5.0,,,BC1F250801761,P222A,4953,A,ULM3CKF5505521B10084,ULM3CKF5505521B10056,ULM3CKF5505521B10054,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 20:03,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,28.2 1.9/0.6 1.7/0.6 1.4/0.5  A:99.8/-0.01/15.8/-0.2,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
