IP,Status,Miner Type,Power Version,MAC Addr,Error Code,UpTime,Elapsed,THS RT,THS Avg,Efficiency(W/T),Efficiency(RealTime),Power Avg(W),PowerRT(W),PowerLimit,PowerLimitSet,HashLevel,PowerLevel,PassFlag,HashStable,UploadFlag1,UploadFlag2,UploadTime,Chip Data,Version Info,THSSM0,THSSM1,THSSM2,THSSM3,THSSM4,THSSM5,THSSM6,THSSM7,FreqAvg,FreqSM0,FreqSM1,FreqSM2,FreqSM3,FreqSM4,FreqSM5,FreqSM6,FreqSM7,ChipsSM0,ChipsSM1,ChipsSM2,ChipsSM3,ChipsSM4,ChipsSM5,ChipsSM6,ChipsSM7,HashBoardTemp,EnvTemp,ChipTemp,LiquidTemp,Volt,ChipVolDiff,SpdIn,SpdOut,PowerSpd,PowerVIn,PowerIIn,StableTime,TargetFreq,TargetHash,HashDelta,UpfreqSpeed,Product Name,Product Type,Miner SN,Power SN,Power Model,MinerStruct,CoolType,PCB SN0,PCB SN1,PCB SN2,PCB SN3,PCB SN4,PCB SN5,PCB SN6,PCB SN7,Tagged Hash Rate,Coin Type,Performance,Heat mode,Ignore Manual Errors,Account Permissoin,SSH,API,WebPool,FastBoot,Active Pool,Reject Rate,Last Valid Work,NullData,NullData,NullData,NullData,NullData,NullData,Debug Data,AccessType,Chip Data (All),Status Description,Aging Performance Pass,Joint Miner,Printed Label
172.30.8.188,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:47:4E,,00:46,00:13,216.418,216.633,15.79,15.80,3417,3420,3536,,,,,,,,,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,70.323,71.112,74.983,,,,,,350,343,345,363,,,,,,245,245,245,,,,,,73.2_73.9_77.9,27.9,86.4_49.7_68.0,,1471,,4306,4277,4384,217.00,15.78,,,,,,M60S++_VL5.0,,,BC1F250801307,P222A,4953,A,ULM3CKF5505521B10030,ULM3CKF5505521B10014,ULM3CKF5505521B10012,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-24 13:11,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,30.6 1.9/0.3 1.9/0.7 2.0/0.9  A:99.5/0.06/15.8/-0.1,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.187,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4E:3D,,00:46,00:20,205.588,205.899,15.79,15.76,3245,3240,3536,,204,15.5,Passed,true,Uploaded,Uploaded,2025-05-24 13:10:55,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,68.179,68.001,69.407,,,,,,334,332,331,337,,,,,,245,245,245,,,,,,75.2_75.5_77.8,28.1,85.8_50.3_68.7,,1461,,4013,4013,4408,217.75,14.92,00:23,,,,,M60S++_VL5.0,80_14V 204T 15.5,SVM3CK50FZ25052520480144953A15994,BC1F250802050,P222A,4953,A,ULM3CKF5505521B10122,ULM3CKF5505521B10245,ULM3CKF5505521B10242,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-24 13:11,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,38.6 1.5/0.3 1.7/0.5 1.2/0.4  A:99.4/0.01/15.8/0.0,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,0,,,,,,,
172.30.8.189,WaitWork,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:47:33,,00:01,53s,0.000,0.000,0.00,0,26,134,3536,,,,,,,,,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,0.000,0.000,0.000,,,,,,150,150,150,150,,,,,,0,0,0,,,,,,26.6_26.6_26.7,26.8,0.0_0.0_0.0,,1421,,7558,7470,3000,219.00,0.80,,,,,,M60S++_VL5.0,,,BC1F250801961,P222A,4953,A,ULM3CKF5505521B10124,ULM3CKF5505521B10123,ULM3CKF5505521B10101,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-24 13:11,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
