IP,Status,Miner Type,Power Version,MAC Addr,Error Code,UpTime,Elapsed,THS RT,THS Avg,Efficiency(W/T),Efficiency(RealTime),Power Avg(W),PowerRT(W),PowerLimit,PowerLimitSet,HashLevel,PowerLevel,PassFlag,HashStable,UploadFlag1,UploadFlag2,UploadTime,Chip Data,Version Info,THSSM0,THSSM1,THSSM2,THSSM3,THSSM4,THSSM5,THSSM6,THSSM7,FreqAvg,FreqSM0,FreqSM1,FreqSM2,FreqSM3,FreqSM4,FreqSM5,FreqSM6,FreqSM7,ChipsSM0,ChipsSM1,ChipsSM2,ChipsSM3,ChipsSM4,ChipsSM5,ChipsSM6,ChipsSM7,HashBoardTemp,EnvTemp,ChipTemp,LiquidTemp,Volt,ChipVolDiff,SpdIn,SpdOut,PowerSpd,PowerVIn,PowerIIn,StableTime,TargetFreq,TargetHash,HashDelta,UpfreqSpeed,Product Name,Product Type,Miner SN,Power SN,Power Model,MinerStruct,CoolType,PCB SN0,PCB SN1,PCB SN2,PCB SN3,PCB SN4,PCB SN5,PCB SN6,PCB SN7,Tagged Hash Rate,Coin Type,Performance,Heat mode,Ignore Manual Errors,Account Permissoin,SSH,API,WebPool,FastBoot,Active Pool,Reject Rate,Last Valid Work,NullData,NullData,NullData,NullData,NullData,NullData,Debug Data,AccessType,Chip Data (All),Status Description,Aging Performance Pass,Joint Miner,Printed Label
172.30.8.170,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:47:38,,00:22,00:03,207.526,207.526,15.80,15.86,3278,3292,3573,,,,,,,Uploaded,2025-05-23 19:02:08,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,69.487,67.060,70.980,,,,,,335,337,324,344,,,,,,245,245,245,,,,,,75.1_73.4_78.8,33.8,86.3_53.4_69.7,,1464,,4863,4892,4744,216.00,15.27,,,,,,M60S++_VL5.0,,,BC1F250801587,P222A,4953,A,ULM3CKF5505521B10057,ULM3CKF5505521B10047,ULM3CKF5505521B10034,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc-us.spiderpool.com:2309,0.000,2025-05-23 19:06,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,48.7 2.0/0.3 1.8/0.2 1.3/0.4  A:99.6/0.07/15.8/-1.4,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.169,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4B:16,,00:27,00:27,141.401,136.562,22.93,22.86,3242,3232,3569,,,,,,,Uploaded,2025-05-23 19:00:57,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,45.458,47.052,48.891,,,,,,331,319,329,344,,,,,,245,245,245,,,,,,72.6_74.6_78.4,34.0,86.1_53.1_69.7,,1455,,4721,4750,5040,217.00,14.92,,,,,,M60S++_VL5.0,,,BC1F250801773,P222A,4953,A,ULM3CKF5505521B10168,ULM3CKF5505521B10070,ULM3CKF5505521B10080,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc-us.spiderpool.com:2309,0.000,2025-05-23 19:06,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,34.4 1.4/0.2 2.0/0.4 1.7/0.5 ,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.182,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4D:30,,00:15,00:14,154.358,137.993,22.74,22.83,3510,3524,3560,,,,,,,,,K3AP325-2516 BINVK9-198006ZB,H616-CB6V10-FT-20250523.18.REL,51.509,49.391,53.459,,,,,,362,357,352,376,,,,,,245,245,245,,,,,,75.1_74.7_79.4,32.8,87.8_54.7_71.3,,1448,,5483,5483,4020,216.50,16.31,,,,,,M60S++_VL5.0,,,BC1F250803109,P222A,4953,A,ULM3CKF5505521B10432,ULM3CKF5505521B10436,ULM3CKF5505521B10434,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc-us.spiderpool.com:2309,0.000,2025-05-23 19:06,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,53.2 1.9/0.3 2.0/0.4 2.0/0.6 ,,K3AP325-2516 BINVK9-198006ZB_K3AP325-2516 BINVK9-198006ZB_K3AP325-2516 BINVK9-198006ZB,,,0,,,,,,,,
172.30.8.161,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4B:51,8035,01:02,00:18,202.733,202.854,15.95,16.16,3234,3276,3533,,,,,,,Uploaded,2025-05-23 17:47:34,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,66.787,61.857,74.089,,,,,,328,323,304,357,,,,,,245,245,245,,,,,,74.0_71.2_79.0,36.1,87.1_55.1_70.0,,1471,,5478,5478,5008,214.75,15.30,,,,,,M60S++_VL5.0,,,BC1F250801658,P222A,4953,A,ULM3CKF5505521B10003,ULM3CKF5505521B10222,ULM3CKF5505521B10132,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 19:06,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,37.1 1.7/0.3 1.2/0.1 1.6/0.9  A:99.7/0.20/15.8/8.1,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.168,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:47:35,,00:23,00:22,143.522,136.155,22.99,23.27,3299,3340,3566,,,,,,,,,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,46.374,49.027,48.122,,,,,,341,332,350,342,,,,,,245,245,245,,,,,,75.9_78.8_78.2,33.1,85.7_55.0_71.3,,1462,,4746,4716,4712,216.50,15.45,,,,,,M60S++_VL5.0,,,BC1F250804109,P222A,4953,A,ULM3CKF5505521B10023,ULM3CKF5505521B10073,ULM3CKF5505521B10182,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 19:06,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,53.2 1.3/0.2 1.9/0.6 1.4/0.3 ,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.173,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4E:38,,00:23,00:22,141.501,133.479,22.71,23.10,3213,3268,3561,,,,,,,,,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,45.117,45.447,50.937,,,,,,334,329,321,351,,,,,,245,245,245,,,,,,71.8_72.6_78.6,33.2,86.8_53.5_69.3,,1464,,4833,4833,5008,214.50,15.28,,,,,,M60S++_VL5.0,,,BC1F250801713,P222A,4953,A,ULM3CKF5505521B10029,ULM3CKF5505521B10232,ULM3CKF5505521B10118,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.012,2025-05-23 19:06,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,49.9 1.7/0.1 1.4/0.2 1.6/0.5 ,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.175,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4B:0A,,00:22,00:22,136.937,132.629,23.49,24.27,3217,3324,3551,,,,,,,,,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,45.406,44.659,46.872,,,,,,337,333,332,347,,,,,,245,245,245,,,,,,75.1_76.2_79.2,34.8,87.0_57.0_71.7,,1458,,5156,5185,4744,216.75,15.36,,,,,,M60S++_VL5.0,,,BC1F250801280,P222A,4953,A,ULM3CKF5505521B10241,ULM3CKF5505521B10216,ULM3CKF5505521B10238,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc-us.spiderpool.com:2309,0.000,2025-05-23 19:06,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,49.0 1.5/0.2 1.4/0.1 1.5/0.2 ,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.172,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4A:71,,00:23,00:22,147.003,138.827,22.98,23.02,3378,3384,3569,,,,,,,,,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,48.449,48.086,50.468,,,,,,347,342,342,356,,,,,,245,245,245,,,,,,75.1_75.2_78.6,33.4,86.3_54.2_70.3,,1466,,4921,4921,5008,216.75,15.67,,,,,,M60S++_VL5.0,,,BC1F250801800,P222A,4953,A,ULM3CKF5505521B10077,ULM3CKF5505521B10058,ULM3CKF5505521B10059,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc-us.spiderpool.com:2309,0.000,2025-05-23 19:06,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,34.0 2.0/0.3 2.0/0.5 2.0/0.5 ,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.176,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:47:30,,00:22,00:21,149.103,140.110,22.97,23.04,3425,3436,3563,,,,,,,,,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,49.708,49.276,50.119,,,,,,353,352,349,356,,,,,,245,245,245,,,,,,76.2_76.1_78.1,33.4,85.9_54.9_71.3,,1470,,4716,4716,4712,216.00,15.95,,,,,,M60S++_VL5.0,,,BC1F250801761,P222A,4953,A,ULM3CKF5505521B10084,ULM3CKF5505521B10056,ULM3CKF5505521B10054,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc.f2pool.com:1314,0.000,2025-05-23 19:06,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,40.0 1.8/0.6 1.7/0.5 1.4/0.4 ,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
172.30.8.177,Running,M60S++_VL50,P222A-2525.1112_HA3000000-V6,CE:0C:1E:00:4B:4F,8035,00:21,00:20,141.355,134.351,23.00,24.28,3251,3432,3544,,,,,,,,,H3AP06-25050400 BINVK9-198009ZC,H616-CB6V10-FT-20250523.18.REL,46.173,45.766,49.416,,,,,,348,341,343,360,,,,,,245,245,245,,,,,,74.8_75.2_79.8,35.6,87.3_57.2_72.3,,1467,,5571,5601,4320,214.50,16.03,,,,,,M60S++_VL5.0,,,BC1F250801870,P222A,4953,A,ULM3CKF5505521B10055,ULM3CKF5505521B10009,ULM3CKF5505521B10027,,,,,,-1:-1:-1:,BTC,Normal,,,super=255 user1=0 user2=0 user3=0,,OFF,ON,OFF,stratum+tcp://btc-us.spiderpool.com:2309,0.000,2025-05-23 19:06,stratum+tcp://btc.f2pool.com:1314,laohuaceshi2,stratum+tcp://btc-us.spiderpool.com:2309,laohuaceshi2,,,49.8 1.2/0.2 1.4/0.3 1.2/0.5 ,,H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC_H3AP06-25050400 BINVK9-198009ZC,,,0,,,,,,,,
